,text,target,label
33,"turn up the volume for bernie sanders keep yelling , bernie . for the people in the back who need to hear it even if they denial of normal t want to .",bernie sanders,1
34,"why didn t you learn civics ? it was a cloture vote , grow up already with your disengoius attacks , when only one person is literally speaking to all americans right now ! bernie",bernie sanders,1
35,"1 beto has been clear thats not happening . too has it occurred to anyone hes not seasoned enough for that job yet ? anyone remember how obama buckled to wall Stop That and could get us single payer even with democratic control of both houses ? he wasnt ready , either . bernie sanders",bernie sanders,1
36,"if prime motivation stems from electability or policy , the best choice is clear either waythe best candidate hands down is bernie motherfucker ing sanders ! ! ! no middle ground",bernie sanders,1
37,bernie sanders easily won tonight debate . how could he not ? the whole stage argued for or against his popular policies . this is why,bernie sanders,1
38,"um . . he is at war with the status quo establishment . you know , that organization you are part of . combat is part of war . are you trying to do a repeat of 2016 ? if so , you reply doing a great job . bernie sanders",bernie sanders,1
39,"a poll all the way back in 2009 found americans , 57 to 37 would be willing to pay higher taxes for single payer . 73 20 supporting single payer back then via an ny times poll . friday feeling bernie",bernie sanders,1
40,we all have a role in every election to nominate a worthy person and be the president of the united states . bernie sanders is worthy,bernie sanders,1
41,"in honor of this weekends upcoming events , i just sent my welcome back to california contribution to bernie sanders bernie people for bernie dem socialists our revolution",bernie sanders,1
42,when you said we should have a 10 year roll out of m for a i was thinking of families like the kerris is . i was thinking of the estimated 45 ok people that die each year due to lack of insurance . you are right . we do need medicare for all that is why i am voting for bernie,bernie sanders,1
43,"keep pushing the green new deal , alexandria . denial of normal t accept for one moment the ruling class claim it is unattainable . it is supported by 81 of voters . bernie sanders",bernie sanders,1
44,Instant Message so sorry for your loss and that your family was put in this impossible situation . ill be making another donation to bernie sanders in memory of your dad today . medicare for all,bernie sanders,1
45,bernie revitalizing rural america plan fundamental change in americas agricultural and rural policies is no longer just an option its an absolute necessity . re via li zing rural america urban rural unity !,bernie sanders,1
46,"this is an unprecedented movement , and we reply taking it all the way to the white house . i am a proud mom of a soon to be college graduate , and could t be more proud of all students for bernie ! bernie",bernie sanders,1
47,congress has to stand up for the constitution and tell this lawless president we are not giving you a pentagon bill that allows you to partner with the despotic saudi regime in its horrific war in yemen bernie sanders big us,bernie sanders,1
48,make no mistake . bernie and his supporters are more determined than ever . bernie s back,bernie sanders,1
49,"need to share that i believe in us . i believe in our collective humanity , and undeniable passion for life . i believe we will overcome , persist and come out on the other side of human rights and climate catastrophes . let is do this , together . bernie",bernie sanders,1
50,"exactly , aca didn t work for all but it was a nice try though . kind of like using a bandaid for a fracture . we can fight for better . we deserve better . colin , duh we have just as much political as power you as you buddy . it is called voting . bernie sanders",bernie sanders,1
51,"its just a meme , but it does feel like a gift i am honored to give . i started knitting berets , mailed some to bernies vermont office , he sent a letter of thanks , and now finally , graphic artists and other crafters are joining me not me us much love ! we will elect",bernie sanders,1
52,"i didnt fall for it the first time , but i get your point . bernie",bernie sanders,1
53,trouble is more communist in the us than in russia bernie sanders bernie,bernie sanders,0
54,"i hope next time bernie is confronted with the stupid talking point , that cancel student debt will help millionaires . oh denial of normal t worry , the rich will pay a hell lot more under my leadership . that i can promise you !",bernie sanders,1
55,lie a false statement deliberately presented as being true a falsehood . mn leg mpl s roc hm n black twitter nfl nba black twitter bernie,bernie sanders,0
56,my mom voted for the first time in over 20 years for bernie sanders ! ! ! ! ! despite not feeling well ! !,bernie sanders,1
57,"bernie sanders says he is one of the poorer members of the united states senate be toil is a multimillionaire , warren has a 5 million dollar home , hillary has several mansions plus a super millionaire ! whats your point ?",bernie sanders,0
58,actually i have a better way to answer trolls ! donate another $ 1 to bernie sanders campaign & thank them for supporting our fundraising efforts ! bernie money bomb dem debate,bernie sanders,1
59,"i believe what this country needs right now isn t a politician , but a true statesman who can inspire americans to be better and demand better , and i believe bernie sanders can be the spark to start the fire that lights the way out of where we are now .",bernie sanders,1
60,"does anybody have the clip of when bernie sanders got bboed at the dem debate and he was like , really ? bernie sanders",bernie sanders,1
61,i am so sick of this shit . he is been consistent for decades . he does t need to break through he is literally been preaching what progressives want for ages . he is not trying to make a name for himself because his record does that for him . dem debate frustration bernie,bernie sanders,1
62,so how dumb fucker y and straight up dishonesty form centrists . this shit is getting old . no middle ground bernie,bernie sanders,1
63,this is a democrat ? this is the resistance ? absolutely disgusting ! bernie,bernie sanders,0
64,you reply not the only one . i am retired and with a pension & screenshot . i owe every year . bernie sanders,bernie sanders,1
65,if they can suspend student loan interest they can cancel loans too bernie sanders,bernie sanders,1
66,"equality for white land owning men , yes . the disenfranchised of this country , slaves , laborers , lbgtq plus more had to fight tooth and nail for rights . and are still fighting today . change comes from the bottom on up . that is why i am with bernie sanders",bernie sanders,1
67,real life scoundrel company that holds sick folks for ransom . medicare for all bernie,bernie sanders,0
68,"it is really this simple . not me us bernie sanders because enough is enough of the bullshit t we have been getting . it is time we elect a responsive , representative government rather than a repressive government that is holding our country and countrymen back from the changes we must make .",bernie sanders,1
69,"bernie sanders , gun nut he supported the most reprehensible professional gun legislation plc a a in recent memory . by mark joseph stern may 06 , 2015 please retweet ! election 2020 dem primary vetting bernie bernie gun sense gun nut",bernie sanders,0
70,"haim saban iac oligarch hillary funder loves every democratic candidate . . except bernie sanders , who he thinks is turning dem against aipac israel gate chabad gate arrest iac arrest zoa arrest a i pac arrest cuf i arrest cfr arrest pna c",bernie sanders,0
71,shaun my polling place was moved down the street okay for me i have a car but what about people who don ? there was plenty of hand sanitizer there fortunately bernie,bernie sanders,1
72,the jre podcast with bernie sanders is now at for million views on youtube and still trending at 1 . and were just getting started !,bernie sanders,1
73,"i trust bernie sanders ! bernie has lots of plans , but most importantly , bernie s green new deal is the only plan that addresses what scientists say we need to to avoid the worst of the climate breakdown . it gives me hope .",bernie sanders,1
74,"washington post on mexican presidential election results lopez obrador triumphed with a party that didnt exist at the time of the last election , against opponents from two parties that have ruled mexico for nearly a century . give you any ideas , sen sanders ?",bernie sanders,1
75,"i am a life long republican , 42 years of age . pull the blinders off . we have been lied to . bernie sanders",bernie sanders,1
76,"republicans bernie is a dirty socialist . covid 19 hide year old kids , hide year old grandparents , year old immunocompromised because we infecting everybody out here . republicans m for a",bernie sanders,1
77,bernie sanders is still sharp as a tack . and he is waking people up all over the country . people half his age could t do what he does . i make an exception with bernie .,bernie sanders,1
78,let is respond to bernie sanders with never kamala and never kamala harris and get that trending . because that is the candidate i actually won t vote for .,bernie sanders,1
79,j manprime 21 i am a fan now ! ! if i buy your jersey will you sign it ? bernie,bernie sanders,1
80,"lets get some more volunteer operations here in atlanta , go ahead as well ! and , in general , keep at it , you all its a damned generation gift to be working alongside this powerful progressive movement . bernie sanders",bernie sanders,1
81,only bernie can transform our country in the way we need . senator mike gravel,bernie sanders,1
82,are you ready to rrrumble ? ! ? ! forgive me . i am just a little excited . bernie,bernie sanders,1
83,"this is what caring leadership looks like . this is how a candidate earns my vote ! for all those still vainly trying to push the ridiculous vote blue no matter who bullshit , this man is what we can have if we start demanding better . i denial of normal t owe the dnc shit . bernie",bernie sanders,1
84,halsey endorses bernie sanders bernie has been fighting for me before i was even born,bernie sanders,1
85,"so optics aside , you have any substantive policy reasons to dislike bernie ? because if youre beef is a 11 second clip & not policy then you are just noise in an already over crowded conversation . move along .",bernie sanders,1
86,"whats funny is that silver is totally ignorant about how important the actual campaigns are . bernie has over a million volunteers and his donations dwarf everybody else . nobody else has anywhere near his political machine , & amp that gives bernie sanders an enormous advantage .",bernie sanders,1
87,"between an idiotic ignorant sexual assaulter & a warhawk in the pocket of wall street and the military industrial complex , either was going to lead us to more perpetual wars , needless interventions , supporting human rights violators like saudi arabia . we need better bernie sanders",bernie sanders,1
88,vote & rt daily kid over shoulder democratic straw poll end of may edition bernie,bernie sanders,1
89,"well , now would be a great time to get behind the only candidate that is for am for a and eliminating medical debt . show us you reply a real progressive , not just an opportunist . bernie sanders bernie is right bernie",bernie sanders,1
90,sanders is the only candidate who understands how important unions are to the existence of a middle class . anyone who works for a living should join the movement . we reply going to rebuild this country .,bernie sanders,1
91,"but the bernie sanders campaign is low point came at that nice hand town hall when a young woman from a working poor family asked bernie about his 180 on immigration and , sounding like the koch brothers , he said we need undocumented immigrants so the price of food does t skyrocket ! !",bernie sanders,0
92,bernie with t f ? ? ? ? ? ? ? ? ? ? ? ? dnc forces vote against cdc guidelines on covid 19 via youtube,bernie sanders,1
93,anything short of medicare for all is a ploy to set up medicare to fail . medicare for all no middle ground bernie sanders,bernie sanders,1
94,let tulsi speak let tulsi debate dnc doesnt want an anti regime change / forever war voice up on the stage . shes qualified in polls and funding . this is retaliation for her leaving dnc in 2016 to back bernie & amp for crushing kamala in the last debate,bernie sanders,1
95,"i forked it over again ! my husband aint exactly going to be thrilled , but hes a berner too so he gets it he also donates monthly like i do . please donate today if you can all eyes are on our fundraising total at the end of this quarter midnight tonight ! bernie sanders",bernie sanders,1
96,"do you bernie knew people not know what classified means ? this is just moronic . bernie sanders bernie feel the bern bernie is a russian asset he is not , wake up people",bernie sanders,0
97,give me a break . those folks booing bernie sanders are plants . he is leading the pack but all those folks are booing ? bullshit ! !,bernie sanders,1
98,would legislators in other countries resolve to adopt the us model for healthcare if it worked so well ? hmmmmm . gop the democrats sen sanders hawley mo roy blunt bernie sanders medicare for all = litmus test medicare for all = litmus test medicare for all = litmus test,bernie sanders,0
99,i just signed up to get a free stick from bernie and chipped in $ 3 for his campaign bernie . i want that not me us sticker .,bernie sanders,1
100,"me working fast assface tomorrow so i can get off early , then trying to get home for the bernie debate . no middle ground bernie",bernie sanders,1
101,"in davenport on friday , several voters donned faded t shirts from sanders 2016 campaign . melita tunnicliff , 57 , wore a button she bought during that campaign with sanders photo and the phrase not for sale . powered by the people",bernie sanders,1
102,the last five years bernie sanders has scammed million $ from naive kids . demand refunds ! bernie or vest bernie dropout,bernie sanders,0
103,some people believe bernie sanders should have attacked the other candidates on their policies or lack there of . bernie 2020 orservitudeuptoyou,bernie sanders,1
104,cory booker 2020 kamala harris bernie sanders for whom are you working ? it is certainly not for the american people .,bernie sanders,0
105,i bet jane gave bernie a honey do list and sent him to get groceries . most popular senator in the most powerful country in the world in the check out line like everybody else . what is best about this picture is the reusable bag ! bernie sanders For the win! !,bernie sanders,1
106,"ha , laughing out loud , ridiculous . thanks for detailing the current horrible system in place . medicare for all bernie",bernie sanders,1
107,"in 2016 the newsman donated to a political campaign for the first time . and just now , in 2019 the newsman donated to a political campaign for the second time . $ 27 to the bernie sanders campaign president bernie",bernie sanders,1
108,"i still believe in . bernie sanders message of justice and love . i still believe that peace will come , i still believe that bernie cares about you and your family . i still believe that were in this together . big us",bernie sanders,1
109,"3 / ill never understand people who so strongly support candidates that don live in the same world that they do , and are then surprised when they don fiercely represent the issues of the people . bernie yells for us bernie yells forme bernie",bernie sanders,1
110,"bernie needs our help and support . those that support him like me should be doing all we can to help . maybe that is signing up and phone banking , knocking on doors , or maybe that is donations . it is clear we win if we are willing ! this is a battle denial of normal t get comfortable !",bernie sanders,1
111,thank you ! this is exactly who bernie has been from the very beginning . theres a reason we say not me us . his supporters know were in this together and when one suffers we all suffer . thank you again for your honest reporting . something i did not expect to see from cnn,bernie sanders,1
112,more bernie supporters voted for clinton than clinton supporters dud obama . also without the corrupt clinton machine and complicit main stream media this time its a nonissue . bernie will clean up every single primary . every one . fact .,bernie sanders,1
113,"i f checking love presidential debates some people follow sports , others follow soap operas , i follow politics . this gives me thrills to a point i can t explain dem debate bernie",bernie sanders,1
114,it is happening ! we have more boots on the ground than any other campaign and it is not even close . we reply backed up by the too largest voting bloc young voters & indies . get ready to have healthcare ! bernie,bernie sanders,1
115,"listen to every word he is saying , it maches to a hundred per cent to what he is talking today and then they ask themselves why millions of americans trust him and not the bunch of flip floppers , who are all sponsored by corporate power . bernie sanders not me us our revolution",bernie sanders,1
116,"i will take the guy who has spent his whole life , advocating for improving the lives of working americans , bernie sanders .",bernie sanders,1
117,bernie needs your help ! he does t take corporate money ! he can t do it without us !,bernie sanders,1
118,of course the sharks want smaller government so they can take advantage of the working poor . bernie,bernie sanders,1
119,"all in all i just want to say thank you to all the progressive and democratic socialist politicians running for office this year . i want to say thank you for inspiring millions to take to the streets and protest for what is rightfully theirs , healthcare and clean air . bernie",bernie sanders,1
120,kamala harris clearly thinks her base is stupid and will fall for her horrible public option half measure just because shes calling it am for a . Instant Message beyond sick of shady politicians who don respect the electorate and lie to our faces . cancel kamala bernie sanders,bernie sanders,1
121,"pennsylvanian here ! already voted by mail & you know my vote was bernin ! we can all stand together and tell our government who we want to be in charge of things ! not me us is the saying , so lets show these mfkers whose really in charge ! super bernie tuesday bernie sanders",bernie sanders,1
122,fickle ? they could not have used a more inaccurate word do describe bernie supporters but oh how the definition brings to mind some politicians thou . .,bernie sanders,0
123,how is any working class person not voting for bernie ? ! ? ! dem debate democratic debate,bernie sanders,0
124,bernie sanders could have won . his own party cheated him out of it cheating isnt a win !,bernie sanders,1
125,"more bullshit from . the democrats . speaker pelosi showing that they denial of normal t give 1 shit about the americans suffering the most , only care about making sure wealthy donors get theirs ! both factions of the oligarchy party do the same shit ! dem lose again without medicare for all bernie",bernie sanders,1
126,"elizabeth , love your writing and almost used it in this music video full of headlines , but i didn t want to expose all the members of our secret cabal that neera uncovered where we take orders from aoc 2028 bernie",bernie sanders,1
127,democrats best chance is to run an independent . what is that say about them . bernie,bernie sanders,1
128,was no one going to bring up that bernie would been our hottest president ever ? bernie comeback bernie sanders,bernie sanders,1
129,uppers keep talking bernie down you will be made fools again the bottom line is he actually cares about humanity and walks the walk . bernie,bernie sanders,0
130,"bernie is a rolling stone , gathering momentum and we are rolling with him . don believe that anyone who says that they know what and when bernie is doing . the ones who will determine what bernie does is his base . why . oh . you . bernie run bernie run",bernie sanders,1
131,"when marijuana is legal , those who have suffered the most will be those who profit from it . bernie in detroit bernie s back bernie",bernie sanders,0
132,"mm flint please read the thread below . it is an argument i think bernie needs to make , one that he can make without going negative , but one which might just change everything . if you can get it in front of him . . . .",bernie sanders,1
133,questions for bernie bernie town hall not me us bernie bernie was talking about climate change back in 1987 to students while diane f stein told children we cannot fight climate change in the next 12 years . how sexist of bernie . . .,bernie sanders,1
134,"why do hilary aides have any relevance ? they lost and are bitter , attacking anyone for anything . pete for america bernie",bernie sanders,1
135,"boomer whispers ! i love it ! as one of many boomers for bernie you can bet i am not going to stop whispering truth to power into the ears of my sweet , but sleeping , boomer friends . glad bernie woke my old ass up in 2015 ! no middle ground",bernie sanders,1
136,stand up and return to good . returning to normal isn t enough . not starving our people isn t the same as feeding them . bernie sanders bernie,bernie sanders,1
137,"right now , i am trying to make sure we denial of normal t have an economic meltdown , and that people denial of normal t die . is that enough for you for today ? bernie sanders",bernie sanders,0
138,here is a nice picture of bernie strolling with judas . we will not be stopped !,bernie sanders,1
139,this is why i stopped voting for democrats . you have turned into right wingers . bye . bernie,bernie sanders,0
140,"actually , a detroit foodbank that has empty shelves due to policies that have destroyed the working class of this country for 45 years . sweden and canada have shelves with food and manage to provide health care to everyone . america the beautiful ? bernie sanders",bernie sanders,1
141,"if he is elected , what is the difference on what we have now ? we can t vote 2020 for anymore hatred . bernie sanders election 2020",bernie sanders,1
142,you reply not alone . . . medical bills or food here . . . it is sinful ! no middle ground medicare for all bernie,bernie sanders,1
143,i wish the democratic party would commit to the working class . they denial of normal t so fuck them . bernie,bernie sanders,1
144,i have been waiting to binge queer eye and i guess i will keep waiting for very now since they denial of normal t give a damn about people like me bernie sanders,bernie sanders,1
145,there is just so much energy right now behind bernie sanders compared to all the other candidates . come on surely he has to win . i call bullshit if he doesnt win the nomination . his policies are common sense . he is the best one to implement them he is the creator,bernie sanders,1
146,"too many people think about civics , voting at national level , denial of normal t get involved at local levels as much , esp judges & justices of peace big issue for me in mt . this article , issue , critical judicial may 21 Stop That primary , points out change begins locally . bernie sanders",bernie sanders,1
147,"bernie just got the endorsement from the united electrical , radio & amp machine workers union ! ! ! thank you ue union ! union strong",bernie sanders,1
148,"medicare for all means not losing healthcare coverage due to job loss , regardless of how you lose it ! wake up america ! ! ! hindsight is 2020 bernie",bernie sanders,0
149,"you are an abuelita to make any family proud ! we reply so lucky to have you , ma am . thank you ! ! ! bernie",bernie sanders,1
150,"well , well , well . . . . . the more you know ! this is what bernie fights against . this is the establishment . no middle ground",bernie sanders,1
151,but i will . we mustn t let these weasley types sneak back in . vote them out . never let them hold office again . bernie sanders,bernie sanders,1
152,teachers serving in schools in low income communities recently had their applications for loan forgiveness rejected . they took a pay cut and now they have to payback the student loans with interest . we should forgive all student debt . bernie sanders,bernie sanders,1
153,"nobody has the progressive track record that sen sanders has . so far , everyone else besides warren has had to be pulled kicking and screaming to the left . that tells me they reply in on for the votes , not on principle . Instant Message for a sanders / warren ticket .",bernie sanders,0
154,yogi is an employee at a car rental company . as we returned our rental he asked us for a bernie bumper sticker because he stans for bernie but has been disenfranchised and cannot vote . we need bernie sanders to guarantee voting as a constitutional right for all .,bernie sanders,1
155,"it is amazing how many of these naysayers are contented with their crappy health insurance , if they have it , their crappy wages , i they have a job , crappy infrastructure , air quality but are willing to support the status quo . . . sheeple bernie",bernie sanders,1
156,"we need a president that will ban private prisons not support them with donations and legislation locking up the electorate also known as the brown , black and poor americans ! bernie will deliver our stolen a future to believe in !",bernie sanders,1
157,i adore this human being . the dem look like deer in headlights when asked what they will be running on in nov . i never doubt bernie is platform positions . he is still out there talking about big ideas while others hold fundraisers and mingle with the press . go bernie sanders go !,bernie sanders,1
158,sick people cant earn . people who cant earn cant buy . illness is good for the economy . the illness of strangers makes you more comfortable and secure . medicare for all bernie,bernie sanders,1
159,"the republicans gop know very well what nazism really is . gop is a the party of free business , even with the worst criminals on earth . coca cola is one of the biggest gop donor , not a human right champion . when a republican speaks out about history , i denial of normal t listen . bernie",bernie sanders,1
160,yes we are ! i have signed on and have already started texting for bernies campaign . i do plan to try and organize a group of folks in my area to start canvassing for him closer to the primaries . i want bernie to win so bad !,bernie sanders,1
161,"i don know who needs to hear this , but our mass movement politics movement is how were going to win . . . and the polls don capture these metrics . listen to our sister bern identity don listen to the polls . bernie pep talk bernie",bernie sanders,1
162,"hindsight isn t always 20 / 20 . there is a lot of revisionist history these days . some would say in response to the article , that is not about obama & amp he can t control the people who worked for him . but he allowed citigroup to handpick his cabinet . this is the result . bernie sanders",bernie sanders,1
163,Instant Message a bernie supporter Instant Message not nasty i have no interest in bullying anyone i see the narrative as a form of bigotry its become an increasingly apparent narrative overused by those who want to smear . bernie sanders we share our opinions we debunk lies freely,bernie sanders,1
164,"i just listened to cspan callers after the rally and all the ones from swing states of pa , fl , not cool , and nice hand said their going to vote for bernie because hes consistent bernie s back rally bernie in queens",bernie sanders,1
165,dr . cornel west bernie sanders is a long distance runner for justice . our revolution join us,bernie sanders,1
166,can you help out with the million donor bernie bombshell ? bernie i just contributed to bernie sanders,bernie sanders,1
167,"ve ir ling leftist , ever disgruntled worker , caregiver to my partner who has ms . no middle ground bernie",bernie sanders,0
168,1 . bernie sanders too . bernie sanders 3 . bernie sanders for . bernie sanders 5 . bernie sanders the only authentically progressive can get us out of this mess . our revolution,bernie sanders,1
169,bernie ended his campaign but hes still running ! ! if you are of age to vote then do so and write in bernie sanders ! ! bernie on the ballot black lives matt ter,bernie sanders,1
170,i understand the 6 / hour raise perspective . but i wish people would say more how $ 1000 at 15 / hour is 66 hours . that is massive . at 10 / hour it is 100 hours . holy cow . bernie sanders yang gang bernie,bernie sanders,1
171,"okay , i am changing my answer to the green new deal . . . but then it is really a tie between that and medicare for all . g nd m for a bernie",bernie sanders,1
172,"sunday socialist someone why do you refuse to support elizabeth warren 2020 who is a progressive ? i replied as socialist i am suspicious of people born very right wing in politics who , in order to be elected , become progressive . the converts are always the worst . bernie sanders",bernie sanders,0
173,"people trying to vilify the guy that is trying to stop people from going bankrupt from cancer make no sense . if you reply against the guy trying to do things like that , it is time for you to reevaluate . bernie sanders",bernie sanders,1
174,oh my god ! thank you so much for this cardi ! you are 100 correct ! bernie sanders is one of the only politicians we have who has never sold out & has always fought for the people ! we are so happy to have an amazing artist like you on our team !,bernie sanders,1
175,"why does t bernie and the other candidates share the contributions ? as socialists , should t all of their donations be sent to the dnc and issued out equally among them ? dem debates",bernie sanders,1
176,"so glad to hear it ! sincerely hope you will become a volunteer , too ! bernie sanders",bernie sanders,1
177,seriously Instant Message only listening to see how bad the bias has become . corporations fear the bern ! ! msnbc bernie,bernie sanders,1
178,"you should t have stepped down . you were a victim of a crime . this is the issue with establishment democrats , they wont fight for what they believe in . the gop maybe morally bankrupt , but at least they fight for their causes . bernie",bernie sanders,1
179,"by socialism i assume you reply talking about directing our tax dollars to go towards programs that benefit the american people , also known as democratic socialism ? if the gop is trying to demonize it , it means it is bad for their megadonors and good for the people ! bernie sanders",bernie sanders,1
180,"many americans have to go to work no matter the situation because the employer does t care about coronavirus cdc guidance , or the well being of employees . this is at least half of the you . is . labor system . no labor laws exist to protect workers . coronavirus outbreak bernie",bernie sanders,1
181,a guide to bad faith arguments against bernie sanders . book mark it ! bernie sanders bernie,bernie sanders,1
182,"i have not watched the democratic debate yet , it was family night over here & amp we watched game of thrones together instead ! not even sure if i still want to watch it after hearing bernie sanders was t given much time to speak ! predictable of course !",bernie sanders,1
183,"yeah , shes not a progressive . she believes in access to affordable how come . screw her . bernie sanders",bernie sanders,1
184,"losing an election you rigged and stole doesnt show very good leadership skills , hillary clinton never another lying clinton bernie would have won bernie sanders",bernie sanders,0
185,"i heard ralph nader is voting for socialist alternative party and working families party , independent presidential candidate , bernie sanders us not me",bernie sanders,1
186,"i love bernie and . aoc . i also thing liz will be bernies vp , given her rising popularity . it is important for us to keep the faith . we will win",bernie sanders,1
187,bernie sanders is not too liberal . he is just right ! dem s,bernie sanders,0
188,"not true at all . and who had their tax returns on their laptop ? that being said , he should release them so people like you have one less thing to bitch about . bernie",bernie sanders,1
189,"this video is proof to how much our government has become a show ! i wonder how many taxpayer dollars it took for the police to stand around and watch this farce ? i understand celebration , but use your own money . our money is better spent fixing our society . the resistance bernie sanders",bernie sanders,1
190,bernie is all of us standing up together to take our country back from billionaires & amp lobbyists .,bernie sanders,1
191,"idaho , michigan , mississippi , missouri , north dakota , & washington ! you better not fuck it up ! bernie",bernie sanders,1
192,this is so awesome ! ! ! gives me hope for the future ! thank you to everyone who hosted ! ! i was with you all in spirit ! organizing with bernie bernie,bernie sanders,1
193,the last straw for me was when she said she is not for medicare for all that is a deal breaker for me and leave me with only one choice in this race bernie sanders,bernie sanders,1
194,bernie sanders appeals to disenfranchised republican voters . to those not too far gone by republican rhetoric or establishment ideals or pure racism / hatred . c span,bernie sanders,1
195,"tom perez Instant Message just one teacher , but Instant Message watching and if there is any cheating or dissing bernie by the dnc you will have one angry , never forgiving , hardheaded enemy in me forever . i have voted them for almost 40 years but i will drop this party forever .",bernie sanders,0
196,how bernie sanders won jeff weaver interview with / the young turks via youtube,bernie sanders,1
197,a literal living legend . alexandria o casio 2018 cortez will go down in history as one of the greatest progressive politicians . bernie,bernie sanders,1
198,"yes , but 1 . 7 million will be insured without even having to sign any premiums contracts , call to verify insurance , work won t be associated with health insurance benefits . . . wake up covered ! bernie will deliver medicare for all",bernie sanders,1
199,"if she had influence over the electorate , bernie would be president now . but that will be rectified soon . love and blessings to you , too .",bernie sanders,1
