,text,target,label
22,trump and the gop know very well that their maga cult following will believe every lie that comes out of their mouths ! its a tactic straight out is the playbook of one of the idols !,donald trump,0
23,brett kavanaugh won t pass his lie detector test and subsequently will be prosecuted for perjury . you picked a real peach there . his only qualification is that he would let the trump off the hook . stop kavan a ugh,donald trump,0
24,thank you to represent . lieu for speaking truth to illegitimate power ! trump inciting violence trump,donald trump,0
25,something tells me this isn t another test run before pardoning the trump associates,donald trump,0
26,"eric trump keep lying for daddy , the crime family , republicutns and fox news . eric trump lies eric sucks",donald trump,0
27,there is two impeachment articles to be drafted . . . 1 . do nothing trump trump plague too . dictator trump trump and democrats will submit both if trump wins election 2020,donald trump,0
28,now would be a great time to delete your idiotic account . stupid watergate grease ball jr trump,donald trump,0
29,release the mueller report without reaction if you have nothing to hide . traitor lock them all up trump,donald trump,0
30,oh so you think you are going to get people to believe that your words arent your words ? wow . your base is stupid enough to believe you but the rest of us see your desperation . trump,donald trump,0
31,one of the new lows in the trump train wreck . the white house should be embarrassed and ashamed . im pot us gop cover up gop senators,donald trump,0
32,"my 1 wish from this c ovid 19 pandemic is that it makes rich people , poor people , starting with the trump",donald trump,0
33,why cant carsons medical licensed be revoked even prosecuted for violating do no harm ? basic decent housing is a healthcare issue . trump,donald trump,0
34,your family steals charity money from kids with cancer . you would just steal the money because you reply a thieving grifter . just ask the ny ag . trump,donald trump,0
35,i miss bush as president . . . . never thought i would be saying that ! trump makes me literally throw up ! real donald trump trump tower treason,donald trump,0
36,real donald trump didn t win shit . he is a paid man read stooge for the real man in the room . daddy putin .,donald trump,0
37,"because it is just his latest distraction ! i think you mean well , but you should know its truly something he can never do ! nobody can possibly change our constitution with an executive order ! its impossible it cant be done ! its a distraction ! tre 45 on trump",donald trump,0
38,david f rum arent the cases about seeing the taxes of the trump organization a legally distinct entity that is also now in a blind trust his lawyers claim so double separation ? trump gt conway 3 d pre et b harar a,donald trump,0
39,every single judicial seat filled by trump and mcconnell must be removed along with trump . corrupt judiciary cabinet of horrors,donald trump,0
40,i was 100 confident that the trump would go down in angry comments during the 2016 election . vote the buggers out .,donald trump,0
41,"uhm , neither he nor anyone else in the trump get to decide that , including his Parent Over Shoulder orange father in law . why the hell was that stupid question even asked ? ! ?",donald trump,0
42,. from trump member ivan ka trump theres no doubt she got her amoral attributes from individual 1 real donald trump esp since shes being investigated for the inauguration investigation for your information davos,donald trump,0
43,wisconsin tax payers are now on the hook for $ for billion to pay for foxconn to pollute 7 million gallons of lake michigan water a day . more corporate welfare . wisconsin fox conn trump,donald trump,0
44,did you tell him the truth that you reply really just a puppet ? put in s puppet trump,donald trump,0
45,"i dream of this day ! its your day , real donald trump , your day of long overdue reckoning .",donald trump,0
46,thanks for letting me know i will be watching him coronavirus trump c ovid fails trump,donald trump,0
47,"go get him dem . we unlike republicans care about our country and prefer a legitimate president , one that is not a crook , and one that doesnt lie to the american people everytime he opens his mouth . he needs to be held accountable for almost destroying our country . trump",donald trump,0
48,"you sound really panicky today . is everything all right ? did you not sleep well ? are you constipated ? or , is the fact that donald j trump jr is about to be arrested got you cranky ? go back to bed and let the adults get to work . now all noway",donald trump,0
49,how are the stocks made to look bad by the trump doing dementia denial of normal or did you sell most of them before you stopped lying about a hoax ! ? i trump is corrupt,donald trump,0
50,"i am thankful for , nancy pelosi , adam schiff , jerry nadler and all the democratic representatives doing their job . upholding and defending our constitution and the rule of law . leningrad lindsey moscow mitch nunes nonsense gym jordan trump",donald trump,0
51,"harry lit man advice to real donald trump lawyer up ! because when the the democrats take the house , we will investigate you ! no doubt about it ! trump msnbc",donald trump,0
52,your part of the trump you should just stay home careful you might end up in jail like the rest of crooked trump is former co workers ! ny times,donald trump,0
53,shame on real donald trump who would want to share the spotlight with anyone . disgraceful man worst potus ever ! trump is a felon trump is a racist rat,donald trump,0
54,theres indictments waiting the day you leave office you Parent Over Shoulder real donald trump pot us trump fail,donald trump,0
55,i despise real donald trump so much as well as his trump all of whom should be imprisoned ! they have rendered such profound harm to our nation between leveling our economy into major depression facilitating pandemic with resultant americans deaths in thousands this is,donald trump,0
56,"so am i ! it is coming , we will have a real president in 2020 and not that joke and embarrassment that we have now real donald trump trump is going to be gone ! america is totally fed up !",donald trump,0
57,"i don think you were ever compared to an ape . you have been called a racist , bigot , liar , cheater , and a sexual predator , all deservedly . did i mention liar ? thats a big one . trump cheats on wives trump grabs pu $ $ why trump",donald trump,0
58,actually your wrong it not to silence a woman at all ! its about wanting someone who has integrity ethical & moral values address the graduating class ! ivanka has is a known pathological liar who has nothing to offer the graduates trump,donald trump,0
59,"junior ? they have you on meds right ? look at daddy , you are on the path buddy . get those voices in your head under control ! trump",donald trump,0
60,killers . why ? why do they hate the natural world ? ? ? ? ? serious . there is no planet b trump,donald trump,0
61,could you imagine the gop outrage if obama made a call to a foreign leader asking them to look into the son of a republican . ukraine trump,donald trump,0
62,way to go france ! we have a banana republic headed by a murderous cartel winning trump,donald trump,0
63,potus cannot pardon to obstruct justice in his investigation . potus cannot pardon to obstruct justice in his investigation . potus cannot pardon to obstruct justice in his investigation . potus cannot pardon to obstruct justice in his investigation . trump,donald trump,0
64,michael cohen was deputy finance chair for the rnc . great judgement guys . impeach them f trump,donald trump,0
65,"take my kids , for example . at least , i am told they reply my kids . no proof . denial of normal jr , ivanka and eric were all born to an immigrant woman who was t a us citizen when they were born . they should t have us citizenship . deport them all ! trump parasites trump",donald trump,0
66,he loves dictators who kill journalists . why the hell was ivanka there . she was elected by no one . nepotism ivan kais clueless jam alkhas hog gi trump,donald trump,0
67,these administrative criminals will be proclivities . it will all get out so why hide it ? maybe dear leader is getting his slush fund after all . g rift erin chief corrupt and comp licit gop trump,donald trump,0
68,i am resigning effective immediately and taking my entire cabinet with me . trump,donald trump,0
69,it must never be forgotten that this grotesque unqualified family of grifters is brought to the world by the gop . conservatives in every major democracy are installing incompetent goons to dismantle all that is civil in a society . trump,donald trump,0
70,vice president mike pence is wife karen dragged for inappropriate dress smart news id rather drag karen for her inappropriate husband . . . vote blue 2018 trump,donald trump,0
71,"out of all the democrats running for president so far in 2020 , hillary clinton is way more poised , qualified & experienced than all of them combined 2020 . election 2020 gop comp licit traitors trump",donald trump,0
72,hey junior what have you done for your country lately ? yeah i didnt think so please stop posting about other people until youve earned some credibility of your own trump,donald trump,0
73,have you paid back the american people for your hunt yet ? trump,donald trump,0
74,wheres the rest of the bible thumping gop ? wheres bunker boy and the trump ? where are the photo operator government officials ? i don see christian agbarr .,donald trump,0
75,and if the whistleblower is kelly anne polls ? should she be afraid ? this potus has already incited violence that has killed people . this is what a mob boss does . trump,donald trump,0
76,real donald trump i find it interesting that you claim your approval numbers are so high yet you reply hiding in the bunker and felt the need to build a wall around yourself ? scared much ? trump bunker songs,donald trump,0
77,". . . and the craziest part is trump reply cast the civil war that ended slavery as despicable , while at the same time trump called for his supporters to start a civil war . 25 thamendmentnow",donald trump,1
78,hopefully dirty denial of normal spreads coronavirus all through wh and mar a lago ! ! trump 666 trump,donald trump,0
79,"the ny times reports on the new lawsuit accusing trump and three of his children denial of normal jr . , eric , and ivanka of persuading people to invest in scams . trump foundation",donald trump,0
80,nepotism and corruption continue with ivanka and jared . is daddy going to have ivan ka coffin barbie be in charge of all the funeral homes and demand that they only sell her coffins ? trump corona disaster trump,donald trump,0
81,there is no empathy in the shallow end of the gene pool . trump,donald trump,0
82,"president putin called to remind me he has me by the cajones & if i want to keep lining the personal coffers of the trump i better keep doing exactly what he tells me to do . there , fixed it !",donald trump,0
83,"so sickening that we have no one to check the lawlessness of the current administration . praying voters make a difference and , in the end , prison for the entire trump and friends . speaker pelosi hope your plan is flawless . its being questioned every minute . in the dark",donald trump,0
84,lineup what youre claiming comey did next to what the man baby in the white house actually has committed in his criminal and corrupt policies and actions . not even near . real donald trump trump,donald trump,0
85,"no , honey . you are the delusion one . drum pf has done nothing but try to dismantle the democratic ideals for which america has always stood . but , we see you , maureen , and we know why you really like the fake president 45 . trump",donald trump,0
86,"throughout the conversation with barr , muellers main worry was that the public was not getting an accurate understanding of the obstruction investigation , officials said . traitor barr barr leading cover up impeach barr trump",donald trump,0
87,maggie give it up . a joke about eye shadow is kid is play compared to some of the hideous crap shs spews from behind her podium on a daily basis . she certainly deserves much worse than she got tonight . trump,donald trump,0
88,"denial of normal trump jr . should spend five years in prison for this offense , and the maximum time for other offenses that will become known soon . gop corruption trump rt",donald trump,0
89,"real donald trump would you like to be on the next promotion campaign ? you looks so pretty . . . with your friend ! but for america it would be cool , to kick you out with your brainless stuff ! impeach 45 crimes against humanity trump russian hacking resisters maga gag",donald trump,1
90,"says the guy whose foundation got shut down for fraud , whose university got shut down for fraud , and whose being investigated by the sdny , for bank fraud . deutsche bank trump corruption lock them all up trump",donald trump,0
91,exactly how many tens of millions have you and fake diplomat jared raked in since corrupt daddy took office ? and let is talk about your sweat shops while we reply talking about a whole new world . this trump family is just plain evil .,donald trump,0
92,if ivan ka trump and jared kushner were treated like everyone else they would t have the positions they hold in the whitehouse nepotism,donald trump,0
93,& sean hannity is a journalist ! laughing out loud maybe you should sue the adults that were polled jenna ellis esq or better yet have them talk to rudy rudy giuliani obama was better at everything obama day june 14 th trump,donald trump,0
94,you have the best ideas eric . please be sure and keep us updated and feel free to upload pictures of anything you think will help you prove trump is innocence . . . trump tax returns trump epstein photos etc . we will keep them ssfe for you okay sweetie .,donald trump,0
95,maybe someday youll catch up to the better numbers under obama . nice try ! although youll probably all be in jail before then . trump,donald trump,0
96,"real donald trump you are a racist , sweetie . get the f**k out of our white house . traitor in chief treason",donald trump,0
97,in other words . . . . . . . . . . . we will protect the traitors . . . . . . . at all cost ! ! ! fake president put in s puppet release the full mueller report is t and with schiff lock them all up trump,donald trump,0
98,"drumpf does t even truly represent republicans , although they reply too corrupt to admit this . he represents no one other than his own trump & amp trump crime syndicate !",donald trump,0
99,oh my God . . . you could not write a more dramatic soap opera than what we reply living through right now please make it stop impeach 45 remove the do tard now trump good talk . . . = . . =,donald trump,0
100,i nominate this landmark to replace the strat . the new trump rico home .,donald trump,0
101,"that is okay pam . we know hes a liar , thief , bully , etc etc . but we stand with you ! stronger together right and we denial of normal t watch fox trump news either trump family",donald trump,0
102,my vision for the future is a real f lotus and pot us that truly love america living in the wh with no grown offspring hanging out ! impeach the trumps trump,donald trump,0
103,"i denial of normal t use it day to day , but she is working in the wh , no experience , just got chinese business kickbacks due to her proximity . it is apt as fuck . ivan ka the comp licit trump",donald trump,0
104,we would read the transcript if only you released it trump,donald trump,0
105,"you lost your way a long time ago , was it when trump opened their wallet for you ? ? ?",donald trump,0
106,"love this woman ! trump professional bullshit and conartist , conning and bullshit his way through this presidency . . . . never met a bible reader who didnt want to quote scripture laughing out loud don the con donald trump gop betrayed america american greed",donald trump,0
107,trump is like the idiot criminal who gets caught by bragging about his crimes on social media . i have always said trump will fall into the snare of his own words . he is his own downfall . . . wait for it trump words russian agents,donald trump,0
108,"amen . kamala harris is a true leader , born to lead our country out of our collective misery . prosecute the heck out real donald trump and family .",donald trump,0
109,me too ! good idea but they are peaceful people unlike the hate filled trump,donald trump,0
110,will taxpayers still be billed for his trips to israel to work on the peace process while he wont have the information required to have useful conversations ? never mind that he never had the skills or experience trump swamp jared kushner trump,donald trump,0
111,so from here australia that is it then is it . trump is above the law trump has you by the balls usa . someone better do something . . all the lies lies ! ! we thought the president had checks & amp balances bullshit he is getting away with it all,donald trump,0
112,thank you for your courage . i am with you . you are a true patriot and american . you are what makes america great . keep up the fight . billion dollar loser pedophile in chief lock him up trump,donald trump,0
113,what the heck is he smoking ? did putin tell him to say that ? ban assault weapons now trump,donald trump,0
114,"gosh , you know i never watched that press conference melania was going to have long time ago to shame those who doubted her previous legal work status . could someone provide a link to that ? i can t seem to find it . lock them all up trump",donald trump,1
115,"oh look . a crime scene as the set for a republican campaign video , complete with the crime boss whose maga shooter committed the crime and his trump accomplices",donald trump,0
116,hahaha nobody believes you ! lightly looked ! ? ? you previously denied even that ! your outrageous lies will hang you ! trump lies mueller,donald trump,0
117,when will there be an investigation into donald trumps adult children doing business and profiting from foreign govt while hes in office ?,donald trump,1
118,some of us matter more than others of us ? ugh ! trump,donald trump,0
119,"the orange buffoon is having a press conference now at the close of the g 20 . going after the forgotten president jimmy carter . can only take him in tiny doses , so need to go puke now . trump",donald trump,0
120,once again trump creepy jared kushner who by the way feckless or creepy jared should even have a security clearance are raping taxpayers while enriching come jan 2021 we will have a real ag too investigate all trumps crimes,donald trump,0
121,ivanka pulled a similar scam in panama and other south american countries . the trump also did that in mexico . that is why he got into legal trouble there .,donald trump,0
122,zero intent ? ! oh . . thats why the baby adoption from russia was used as a cover up trump,donald trump,0
123,"but wait ! there is more ! an in depth look at trump and his on his happy birthday president trump . real donald trump exposed for the don the con he is continued into office , but with opportunity so yuuuge , believe me , to fleece the taxpayers .",donald trump,0
124,"please cite your source & what they stole . i think you have the classy , educated , intelligent obamas with the trump !",donald trump,0
125,barr cover up decides to bash mueller & amp support trump most legal scholars dispute barr is statements who do we believe ? . glenn kir s chner too,donald trump,0
126,no deal . the jewish community chose to accept her . no returns no cash back . trump,donald trump,0
127,trump may be in trouble ! ! ! resisters vote blue judge deals setback to trump family ugly pyramid scheme lawsuit likely to unfold in public smart news,donald trump,0
128,the republicans are greatly underestimating how very angry the american people are . do so at your own peril gop cowards . trump,donald trump,0
129,"real donald trump trump is whole life is based on lies ! he has never accomplished anything honestly . such a failure ! always lying , scheming with corruption only cares about lining his pockets with $ . it is all about him all the time ! does t care about us or america !",donald trump,0
130,don be surprised if he guts whatever fema money is designated for everyone in the area . he committed fraud around 9 / 11 we can expect him to do it again . trump,donald trump,0
131,pot us should be arrested by law enforcement not lecture them trump you are a very bad president and not a very likeable human,donald trump,0
132,actually trump and gop corruption over country taking inventory of unproductives no longer getting a check from the government .,donald trump,0
133,yes . the day you are locked up and removed from office . worst president ever trump is guilty af not my president trump,donald trump,0
134,there is something deathly wrong with this man & anybody who thinks he okay in any way gop comp licit traitors gop crime syndicate put in s puppets indict the trump crime family trump,donald trump,0
135,"thank you for clarifying . . . yes , we urgently must conquer them the entire trump and the rest of the trump gop ! ! ! but alas effectively turned over much of the whitehouse operations to kushner notwithstanding no clearance . literally . it is horrifying .",donald trump,1
136,"welp , the trump and the gop pretend every day to be the master race so there is that nonsense . .",donald trump,0
137,nope ! its just beginning and you and your family better prepare for being in orange jumpsuits and behind bars for the rest of your pathetic lives trump oh . . . and get used to being completely broke !,donald trump,0
138,"don even go there . $ 970 , 000 profit on trump international hotels on taxpayers backs , and thats only one of many . endless gritting .",donald trump,0
139,not as insane as stealing from your own charity for kids with cancer and being found guilty in a court of law . rule of law trump,donald trump,0
140,"in a span of 6 weeks , trump has removed 5 officials from posts leading their respective agencies inspector general offices . what is trump hiding ?",donald trump,0
141,indictments for individual 1 and entire trump would be the best thing that could ever happen for the usa since real donald trump illegitimate installation as pot us,donald trump,0
142,tick to ck its all going to catch up with you soon the whole country will know what a thug you are . if you were innocent you would escort the for witnesses to this sham trial yourself . trump is corrupt comp licit corrupt gop americans want witnesses trump,donald trump,0
143,"how desperate are you ? dragging up this old thing , really ? and even after ivankaka and jared and plus plus plus were found to have done the same ? puleeze . just resign now and by the way we will never accept an immunity deal to jail now trump",donald trump,0
144,the real big fat con job is the one currently occupying the white house . trump,donald trump,0
145,"currently , then i have no objection to that happening . i want karma to come at him like a bitch ! regarding the trump they also need to be jailed and the entire business taken apart brick by brick is that too much to ask ?",donald trump,0
146,"the gift never ends . lara trump and kimberly guilfoyle are each receiving $ 15 , 000 per month through the campaign managers private company , gop sources said , to dodge fec rules . trump g rift erin chief klepto c racy ?",donald trump,0
147,"the rush to privatize government is as much about the white power elite retaining control of our institutions when they become the demographic minority , as it is kleptocratic . it must be stopped ! corruption koch brothers agenda trump",donald trump,1
148,"tricia newbold should be hailed as a nat l hero for revealing the treasonous and corrupt behavior in trump administrator , not punished . jared kushner why is he in the wh ? trump whistleblower in white house security clearance office gets suspended",donald trump,0
149,just another real donald trump diversion tactic to get the media talking about his beloved caravan again don fall for it liar in chief racist in chief lock them all up comp licit and bought gop,donald trump,0
150,what the f**k do you know about law and order ? youve been breaking our laws all your life and destroying our countries order with your divisive comments and lack of leadership . dictator trump trump virus 2020 trump,donald trump,0
151,a starving population ripe for sweatshop work . that is what she sees . trump,donald trump,0
152,"this stuff moves so slowly its painful . the entire trump need to be indicted & amp imprisoned . please at least go after the trump mob boss and impeach him , now !",donald trump,0
153,"steven paddock was over 21 , bought his weapons legally , killed 58 & injured 851 . we want the nra terrorism trump organization to ban assault weapons & amp other common sense solutions now . vote them out never again",donald trump,0
154,i denial of normal t believe lindsey would turn down ag for a second that position would give him the power to scuttle any / all investigations into him & trump trump russia . it d be handing them the usa in a silver platter .,donald trump,0
155,"followed , i wasnt in the party but would love to be part of your f br party f br end this nightmare trump",donald trump,0
156,"too things trump will never show mueller report un red acted transcripts from his meetings and calls with putin , kim and all his other butt buddy dictators he loves maga america first my ass it all and only about trump first",donald trump,0
157,visiting from sedro woolley washington & am taking the 7 28 liir to foley square . . will be so proud to be among hundreds of thousands of my dearest friends around the country for fa miles belong together march against the regressive & amp cruel policies of the trump,donald trump,0
158,denial of normal t have john bra bender on any more . he adds nothing and won t answer your questions . trump must go !,donald trump,0
159,rooms . how about all families in a future ravaged by climate crisis and environmental destruction ? guess none of those families matter in your world . / x corrupt kushner s trump,donald trump,0
160,interesting . . . hope shell look into ivan ka trump shady china deals too . . . or does the trump get immunity for their illegal business deals,donald trump,0
161,no surprise . never forget mel ania trump is a money grubbing birther as despicable & amp repugnant as trump . no person of conscience would remain silent about real donald trumps sexual abuse of women & amp children . f lotus is a vile & amp contemptible creature . trump of evil .,donald trump,0
162,"he is not concerned with the best interests of america , rep new house . he does not share your agenda . unless , of course , your agenda is betraying our country . make America great again is a marketing scam . he lies daily . trump",donald trump,0
163,"trump does t care about anyone , but himself and those who can damage his interests . . . not my president",donald trump,0
164,they were all applying for or receiving their membership cards in the corrupt purge gop trump,donald trump,0
165,$ 64 mil for a fence around the white house ! ! ! ! who approved this extravagant expense ? who is paying for this ? get this man out of the white house ! we can t afford anymore time with this trump in our government ! ! ! !,donald trump,0
166,thats the trump plan their total & amp complete gift a thon is just one long game of whack a mole . . .,donald trump,0
167,the trump presidency is just one big scandal . hope it does t last for years !,donald trump,0
168,he is nothing but a bad fake . he isnt even good a faking trump,donald trump,0
169,everyday the trump threatens our national security . why does no one ever even attempt to stop the horrible things they do ? comp licit gop,donald trump,0
170,waiting on the announcement that you will be investigated the trump spawn .,donald trump,0
171,but i thought king real donald trump was a world class businessman with negotiating acumen ? ?,donald trump,0
172,if its what you say it is i love it anyone who isnt a spoiled rich ignorant treasonous in the patriotic sense rather than legally little bitch would know better than to meet with russians the trump is nothing but corrupt lying grifters,donald trump,0
173,"trump is a killer , conman , thief , grifter , cheater & amp liar . you sheeple that support him are the same as he is . fuck you impeach trump again",donald trump,1
174,he is so weak . literally everyone in his life has signed an nda . but hes so transparent & honest ? trumps not well bunker boy trump,donald trump,0
175,again with your tone deaf tweets . were done with you and your family . trump,donald trump,0
176,still not a reason to hold up aid that had already been approved . white house how do we get out of this hole ? trump let is dig our way out ! impeachment hearing dishonest donald liar in chief,donald trump,0
177,i suspect whatever crony he gave the contract to used inferior building materials and pocketed most of the money that was diverted from our military budget to pay for the stupid wall . trump,donald trump,0
178,"negative & fake describe you perfectly ! oh wait , i forgot criminal ! you want a prize is that the deal ? keep waiting fake president your prize is coming in 2020 when you have to leave ! trump crimes against children release the full mueller report we want the truth trump",donald trump,0
179,fact checking trump is flurry of lies thursday morning cnn politics trump ruins everything trump does cover ups trump obstructed justice trump must resign,donald trump,0
180,"these problems for you must be so hard or even you don know whats that means . don worry , the real one would get the jobs done and sent you to where you came from . dream big fight hard impeach them f traitor now trump",donald trump,0
181,traitor to democracy illegitimate president trump train wreck trumps hit show trump suck it up buttercup . . . . . this s**t happens t is coming to an end .,donald trump,0
182,and princess mel ania is a russian interpreter for donny . . this family never ceases to amaze yet the trump cult will always excuse them trump maddow impeach them f,donald trump,0
183,just followed twitter users who are smart enough to know that real donald trump and vladimir put in are killing americans . also barack obama is still the best president in modern history . let is continue to do what we can to stop the trump from another corrupt term .,donald trump,0
184,"i am sure these discussions used to happen outside of twitter , no ? is this the only way other countries take your calls ? ass hat . trump clown in chief also , what business is it of yours ? is it near trump property ?",donald trump,0
185,"pot us who cannot win fair & amp square says , russia , if you reply listening , please help me again ! co conspirators of the gop say election cheating is okay with them ! hypocrites vote them all out trump",donald trump,0
186,"the authority he has gained through the emergency response to the coronavirus has vastly expanded the potential for corruption , and every sign indicates that trump is already engaging in systemic abuse .",donald trump,0
187,respect the first lady trump mel ania trump mel ania antoinette wednesday wisdom how can this hypocrite claim too work for children while her husband kidnaps & amp cages migrant childrenemotionally scarring them for life ? she is 100 evil like the entire,donald trump,0
188,"whatever it is , he didn t lick it off the grass . we can take them trump",donald trump,0
189,"keep tweeting , the more you spout the more evidence is building against you such a smart man not trump",donald trump,0
190,classic trump projection . its all he has . lies . and you fall for it . where have you been . trump makes these deals constantly . its why none of them passed for clearance . theyre so obviously easily bought and bribed .,donald trump,0
191,"if you want to see bill barr resign for his corrupt actions to undertake corrupt , politically motivated dismissals ! and at the same time all members of the trump must face law and order because no person is above the law ! maga !",donald trump,0
192,for this fake president it is not america 1 Stop That it is line his pockets 1 Stop That trump inside trump is apprentice worthy showdown with airline ceos via aol,donald trump,0
193,"hey trump , thought you believed that the responsible person for a government shutdown is the president ? what the . . . . . . are you ? why don you go back a few years , we have it on tape ! alert the daycare staff trump res g in resign",donald trump,0
194,"birther , central park 5 , inauguration numbers , if we betting on false statements you should resign and take all you bought with you ! pence & mother included ! trump should resign trump collusion trump",donald trump,0
195,"lets see how many american made cars koreans buy . if its a trump deal , someone gets screwed . worst president ever gr if ter trump put in s puppet",donald trump,0
196,"he belongs in prison , not in the white house , right alongside most of his bffs in the republican party and the remaining members of the bush crime family trump",donald trump,0
197,real donald trump looks like you better talk to jared about his shithole apt ! slumlord jared slumlord kushner,donald trump,0
198,"bullshit we are on a path for next recession and our country has never been so divided since civil war , trump is and has always been a failure and eventually will destroy our country if him and the trump is not removed worst president ever gop tax scam",donald trump,0
199,dear real donald trump you may desire to have a sing a long with your staff and cabinet and other inept cronies . . . im pot us 45 gop comp licit traitors,donald trump,0
200,not until after the election will mueller go for the trumps . the evidence in muellers report will be beyond question . hell also have the support of the congress then . mueller investigation,donald trump,0
201,"that is it ? ? ! ! you got nothing better ? like , i was t aware the check i signed was felony campaign finance violations . guess daddy is right , you do have the worst judgement of anyone . life fail trump equals failure trump equals loser trump",donald trump,0
202,can you imagine the holy hell if this was chelsea clinton ? kremlin barbie trumps are traitors trump,donald trump,0
203,"just imagine how are country would be if we didnt have real donald trump vp mike pence , and mitch mcconnell in charge . . the world would be a better place . . . dreamer",donald trump,0
204,"besides all the other crimes trump gop have committed forget about mueller report for a minute , these kids are more important . these babies , children separated . there are no words for this atrocity . sec nielsen all who helped must be held accountable",donald trump,0
205,"we will . we will also hold trump accountable for national security offenses , obstruction of justice , etc . keep looking the other way to his crimes . he will be held accountable . impeach them f impeach donald trump put in s puppet",donald trump,0
206,it is so obvious when speaker pelosi smiles sen schumer smiles after seeing the trump what game is it they are playing us as we keep paying for their entitled lives when trump above are laws ! cnn calling foul playing us all boycott irs their entitled lives on are backs,donald trump,0
207,we have enough shady side stories in trumps wake for like . . . i I don't know . . . a hundred murder she wrote episodes . et td everything trump touches dies epstein ed,donald trump,0
208,"real donald trump you can fool some of the people some of the time . but not all of the people all of the time . the fbi , goggle cnn are calling you on your lies as are most news organizations . liar in chief",donald trump,0
209,"there are just never enough old white guys , evangelicals and russians around trump and his regime . how boring !",donald trump,0
210,Instant Message someone has not forgotten the fact trump has not provided his tax returns . hillary warned us,donald trump,0
211,but they are ! buckle up 45 ! its going to be a bumpy ride ! mueller knows everything the house will investigate constitutional crisis trump,donald trump,0
212,of course . russia and trump hold the lady graham criminals tapes . got to be much more than gay because no one cares about that . go prussian assets trump kids corruption trump russian asset,donald trump,0
213,"hey donald j trump jr how yeah going to spin this one ? reality sucks , huh ? russian collusion lock them all up",donald trump,0
214,62 . 5 million american literally did that in the 2016 election . trump,donald trump,0
215,rand paul don start throwing stones about this oh hell no ! you and lindsey graham sc are real donald trump sycophants and its his trump making all shades of nice with the saudis . you . are . complicit .,donald trump,0
216,why doesnt trump talk about russian mobster murdering thugs ? because he is in bed with them . treason,donald trump,0
217,"yes , what ever heard that thuggery and scarcely veiled threats are quite prominent . just the look of fear on zelenskys face while real donald trump says hell hook him up with putin . pure thuggery with / thinly veiled threat !",donald trump,0
218,their crops are rotting in the fields while the taxpayers are repeatedly forced to bailout the farmers . trump is incapable of governing for america while on his knees to russia . gop traitors,donald trump,0
219,"please mueller , let today be the day you bring trump down and save the united states ! please ! ! ! mueller time",donald trump,0
220,not as weird as secret meetings at trump tower with russian spies . lock them up,donald trump,0
