,Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
10,मुझे पता था कि मेरी शिथिलता का भुगतान होगा! उम्मीद है कि #COVID19 मेरे ए लेवल में देरी करेगा,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1237490410299285504
11,@donwinslow अगर हमारे स्कूल फिर से खुल गए तो मैं घर पर स्कूल जाऊँगा।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283864509187190784
12,"डीबीई के एक बयान में कहा गया है कि 80% बच्चे स्कूल जा रहे हैं, जिसका मतलब है कि उनकी तरफ से अच्छी प्रगति हुई है... ना केरे अपने बच्चों को स्कूल नहीं ले जाने की शक्ति हमारे हाथ में है, इस तरह से वे स्कूलों को बंद करने के लिए मजबूर होंगे: व्यक्ति_में_कमल_स्थिति:",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283307440210161665
13,"मैं रोते हुए लोगों के साथ ऐसा कर रहा हूँ:
""कोई जनादेश नहीं है, लोगों को सामाजिक रूप से जिम्मेदार होने दें क्योंकि स्वतंत्रता!""
लेकिन रोना भी:
""आपका क्या मतलब है कि हमें स्कूल नहीं खोलने चाहिए क्योंकि कोई भी मास्क नहीं पहनता था या घर पर नहीं रहता था!""
#COVID19 #Covid_19 #COVIDIOTS #Covidiocy #स्कूल फिर से खुल रहे हैं",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286519797992366082
14,संसद बंद रहती है लेकिन बच्चों को स्कूल भेज दिया जाता है। आखिर क्या सोच रही है हमारी सरकार?,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283293881346461701
15,"@ProjectLincoln इस COVID-19 डेटा को सीडीसी से दूर ले जाने से मेरे बच्चों को गिरावट में स्कूल वापस नहीं भेजने का मेरा फैसला पक्का हो गया है। तथ्यों को छुपाए जाने के कारण, जोखिम पर सूचित निर्णय लेने का कोई तरीका नहीं है।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283814580355870720
16,"""हम नहीं चाहते कि विज्ञान स्कूलों को फिर से खोलने के रास्ते में खड़ा हो।"" - व्हाइट हाउस के प्रेस सचिव।

मेरे पास कोई शब्द नहीं!!!! :man_facepalming_light_skin_tone:
#TrumpFailsAmerica #notmykid",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283908062760378368
17,@donwinslow इस तरह के मार्मिक रिमाइंडर बनाने के लिए धन्यवाद कि बच्चों को वयस्कों की विफलताओं का परिणाम नहीं भुगतना चाहिए। #COVID19 मार्च में स्कूल बंद होने की तुलना में कहीं अधिक खतरनाक है। अभी के लिए,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283863021341810693
18,"सीखना निरंतर होना चाहिए... तब . कोविड की स्थिति में क्यों नहीं?
सभी छात्रों तक पहुंचने के लिए शिक्षक नए-नए तरीके, तकनीक सीख रहे हैं....छात्रों ने भी वर्चुअल कक्षाओं के माध्यम से सीखने के बदलाव को स्वीकार किया है....
स्कूलों को चालू और चालू होना चाहिए",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287352662938198017
19,लेकिन अगर स्कूल बंद हो गए तो उन कब्रों पर कौन कब्जा करेगा? क्योंकि राजनेता (संरक्षित) धूम्रपान करने वाले (संरक्षित) शराबी (संरक्षित) स्कूली बच्चे और शिक्षक बहुत एक्सपोज़ हो जाते हैं।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283469569152159746
20,क्या मैं अकेला हूँ जिसने #taskforceब्रीफिंग के दौरान सुना कि स्कूल बाहरी कक्षाएं आयोजित कर सकते हैं? यह इंडियाना में कभी काम नहीं करेगा जहाँ मैं रहता हूँ। हिमांक से कम तापमान सीखने की आदर्श स्थिति नहीं होगी। #TrumpVirusCatastrophe,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280917289651572738
21,जाहिरा तौर पर @SarahHuckabee चाहती है कि उसके बच्चे #TrumpsAmerica में मरें। :आदमी_श्रुगिंग_लाइट_स्किन_टोन: #TrumpVirus,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285790546645090305
22,"COVID-19 को धीमा करने में मदद करने के लिए सिएटल पब्लिक स्कूल दो सप्ताह के लिए बंद हो रहे हैं, सभी जिलों को इसका पालन करना चाहिए
#सब कुछ रद्द करें #COVID19",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1237842516931559424
23,"एक छात्र और एक ट्विच स्ट्रीमर होने के बारे में सबसे अच्छी बात यह है कि जब सभी कक्षाएं ऑनलाइन हो जाती हैं, तो आपके पास पहले से ही #कोरोनावायरस का उपयोग करने के लिए $100 का वेबकैम होता है",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1237855330819686402
24,@donwinslow वे जितने चाहें स्कूल खोल सकते हैं। मैं अपने बच्चे को जोखिम में नहीं डालूंगा।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283902380723933184
25,"यहां तक ​​कि अगर मेरा बच्चा इस साल कुछ भी नहीं सीखता है, तो मैं #DowJones के लिए अपने जीवन को जोखिम में नहीं डालने वाला हूं, वह निश्चित रूप से कम से कम इतिहास की कक्षा ले रही है, और एक परिवार के रूप में एक साथ समय निकाल रही है। हम #कोरोनावायरस के साथ नहीं खेल रहे हैं, हमारा जीवन इससे अधिक मूल्य का है",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283913667134787584
26,"Cuny स्कूलों को बंद नहीं कर रहा है, लेकिन छात्रों को अपने हाथ धोने के लिए कह रहा है कि वे कोरोना वायरस को कैसे रोकेंगे",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237468888885080066
27,ए टेल ऑफ़ टू अमेरिका। एक तरफ आपके पास ऐसे लोगों का एक समूह है जो अपने बच्चों और दूसरों की सुरक्षा के नाम पर अपने बच्चों को वापस स्कूल भेजने से पहले जेल जाने को तैयार हैं। दूसरी तरफ वॉलमार्ट में मास्क पहनने से पहले जेल जाने को तैयार एक समूह,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283854224833601541
28,"बाथॉन्ग शिक्षक पूरे समय सकारात्मक परीक्षण कर रहे हैं, क्या यह अभी समाप्त हो सकता है!!!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283313656210624512
29,"एल्डोरैडोपार्क और ईडनपार्क में स्कूल बंद हैं क्योंकि प्रिंसिपल माता-पिता के साथ सहमत थे कि हालांकि स्कूल का समय नष्ट हो गया है, बच्चों को दफनाने के बजाय बच्चों के लिए एक ग्रेड दोहराना बेहतर है
#स्कूलमस्टक्लोज़",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283047375884423172
30,मैं स्कूल नहीं जाना चाहता। लानत है,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282705870795821056
31,मेरे भौतिकी के शिक्षक या तो फ्लू या कमबख्त कोरोनोवायरस का बुरा मामला है और ईमानदारी से कहूं तो मैं वह जोखिम नहीं उठाना चाहता: मुखौटा:,school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1237486294621515776
32,@व्हाइटहाउस अगर यह उनके अधिवेशन के लिए सुरक्षित नहीं है तो यह हमारे बच्चों के लिए स्कूल में सुरक्षित नहीं है #TrumpVirus #RNC2020,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286421958305882112
33,"एनवाईसी पब्लिक स्कूल कोरोना वायरस के कॉकरोच की तरह हैं। जबकि बाकी सब कुछ बंद हो जाता है, केवल वही खड़े और खुले रहेंगे। मुझे समझ में आया कि यह एक कठिन कॉल क्यों है लेकिन कम से कम स्कूल की सभी गतिविधियों को रद्द कर दें ताकि मेरे बच्चे को दिन में 12 घंटे वहाँ न रहना पड़े",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237516846858776577
34,मैं #CDC दिशानिर्देशों की अनदेखी करने के लिए कहे जा रहे स्कूलों से बहुत सहज नहीं हूं। मेरा मतलब यह नहीं है कि हम उन्हें क्यों रखते हैं,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283891572413796356
35,अगली सूचना तक स्कूल बंद रहेंगे: क्रॉस्ड_फिंगर्स: #cyrilramaphosa,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1286362374014992385
36,"यह भी विडंबना है कि GOP अब बड़ी सरकार के माध्यम से पब्लिक स्कूल नीति को लागू करने के व्यवसाय में है। स्थानीय नियंत्रण का क्या हुआ? और अब कह रहे हैं कि महामारी के दौरान आपके बच्चे के लिए सबसे सुरक्षित जगह सरकारी स्कूल हैं, और बेहतर होगा कि स्कूल खुल जाएं, वरना...",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283980850976235521
37,@CDCDirector @CDCgov महामारी के बीच में स्कूलों को फिर से खोलना एक भारी गलती है और आप इसकी सिफारिश करके विश्वसनीयता खो रहे हैं। हजारों बच्चे बुरी तरह बीमार हो सकते हैं और शिक्षकों की जान जा सकती है। लेकिन आपको और इस प्रशासन को अमेरिकी लोगों की कोई परवाह नहीं है,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286515172333543424
38,"एलिसा_मिलानो: ट्रम्प ने #covid19 के बारे में चिंताओं के कारण जैक्सनविले, FL में RNC कन्वेंशन रद्द कर दिया है।

लेकिन वह चाहता है कि हम अपने बच्चों को स्कूल भेजें।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286565407696908289
39,"@ASlavitt @CDCgov ट्रम्प ने #covid19 के बारे में चिंताओं के कारण जैक्सनविले, FL में RNC कन्वेंशन रद्द कर दिया है।

लेकिन वह चाहता है कि हम अपने बच्चों को स्कूल भेजें।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286505911687815170
40,"@BetsyDeVosED
@realDonaldTrump
मैं यह अधिकांश माता-पिता और बच्चों के लिए कह रहा हूं। हम वायरस होने के जोखिम के कारण स्कूल वापस नहीं जाना चाहते हैं, लेकिन जैसा कि आप और आप अच्छे दोस्त हैं, ट्रम्प कहेंगे कि तुम लोग स्कूलों को बदनाम करोगे।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285976504829120513
41,कैंपस में किसी को कोरोनोवायरस होने तक इंतजार क्यों करें और फिर उसे बंद कर दें? यह सिर्फ बीमारी को और फैलने में मदद करेगा।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237570831988879360
42,कोरोनोवायरस मेरे छोटे से कॉलेज के आसपास तेजी से फैल जाएगा और मैं कुछ ऐसे लोगों को जानता हूं जो नाटकीय तरीके से हैं और मैं उनके संक्रमित होने से निपटना नहीं चाहता,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237485250923634694
43,@City_Press सरकार हमारे बच्चों की जान से खिलवाड़ कर अपने मालिकों से लड़ रही है !! #ChildrensLivesMatter #saveourchilds,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284733011188158464
44,@GovSisolak इन स्कूलों को बंद करो,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1284971824036540416
45,"@DBE_SA की ज़िद इस दुनिया से बाहर है... वैज्ञानिक प्रमाण है, कोविड-19 अब अपने चरम पर है, वे उन कब्रों को भरने का इंतज़ार कर रहे हैं, पहले कार्रवाई करें?",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283320828021682177
46,क्षेत्र के प्रत्येक स्कूल ने कक्षाओं को रद्द कर दिया है या ऑनलाइन हो गया है @WWU बस तब तक इंतजार कर रहा है जब तक कि हमारे पास एक COVID-19 मामला नहीं है जब यह बहुत स्पष्ट है कि हमारे पास कैंपस में कई हैं। हमारे पास ऐसे छात्र हैं जो वास्तव में इन नर्सिंग होम में काम करते हैं जो बहुत अधिक जोखिम में हैं।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237499641060405251
47,"@W7VOA @GOPconvention आपको एहसास है कि वयस्क स्कूल में काम करते हैं, इसलिए संभावना है कि मेरे सहयोगियों, उनके परिवार, मेरे परिवार और मेरे वायरस को अनुबंधित करने और संभवतः मरने का एक उच्च जोखिम है।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287048502862807040
48,"@RepDanCrenshaw जिन देशों ने स्कूलों को सुरक्षित रूप से फिर से खोलने में कामयाबी हासिल की है, उन्होंने संक्रमण दर में गिरावट और ऑन-डिमांड परीक्षण उपलब्ध होने के साथ ऐसा किया है। अमेरिका के पास न तो है। पिछले कुछ हफ्तों की आसमान छूती संक्रमण दर यह स्पष्ट करती है कि महामारी नियंत्रण में नहीं है।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283866796383248386
49,@kylegriffin1 जब तक कोई टीका नहीं है तब तक लानत स्कूलों को बंद करो।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287271968463400971
50,@cnn सवाल है @realDonaldTrump बेटा बैरोन स्कूल जा रहा है या उसके पास एक ट्यूटर है - यह जानना दिलचस्प होगा कि वह क्या कर रहा है क्योंकि वह स्कूलों को खोलने के लिए जोर दे रहा है # covid19,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283449193852542978
51,"वाह, तो आप मुझे बता रहे हैं कि मेरे पांच बच्चों को स्कूल जाना है जबकि यह कोरोनोवायरस का प्रकोप हो रहा है। यह सभी हमलों के साथ काफी उचित था।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237631410225192961
52,"हम मानते हैं कि स्कूली शिक्षा महत्वपूर्ण है, लेकिन बच्चों का जीवन अधिक मायने रखता है। यह समय स्कूलों के बंद होने का है। दक्षिण अफ़्रीकी बच्चे मायने रखते हैं!

#Ramaphosa #cyrilramaphosa #AngieMotshega",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1286366115418046464
53,@donwinslow मेरे बच्चों को ट्रम्प के COVID स्कूलों के बुरे सपने में भेजें? नहीं। #notmykid,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283878967985025024
54,यूके सरकार ने स्कूलों को फिर से खोलने की कोशिश की और स्कॉटलैंड के लोगों ने इनकार कर दिया।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283859409358196736
55,अगर मेरे गधे को दमा है और अगर मेरे स्कूल में किसी गूंगी कुतिया को कोरोना वायरस हो जाता है और मुझे यह हो जाता है तो मैं कमबख्त मर जाऊंगा,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237485367995105286
56,#व्हाटास्कफोर्सब्रीफिंग देखकर यह दावा किया गया कि छात्र प्रसार का महत्वपूर्ण स्रोत नहीं हैं। क्या आपको लगता है कि शायद इसलिए कि हमने इसे रोकने के लिए स्कूलों को बंद कर दिया?? #COVID19 #TaskForce #cdc,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280905646884323329
57,COVID-19 समुदाय ने मेरे समुदाय (एक छात्र सहित) में मामले फैलाए और अभी-अभी मेरे स्कूल डिस्ट्रिक्ट से वाइप्स और हैंड सैनिटाइज़र को कीटाणुरहित करने के लिए दान का अनुरोध मिला है क्योंकि स्कूल समाप्त हो रहे हैं और दोनों वापस ऑर्डर कर दिए गए हैं। हम्म...शायद उन्हें चाहिए..,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237535498999967749
58,"जब तक संसद बंद रहती है, तब तक स्कूल भी बंद रहने चाहिए।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283328422534696961
59,"@AprilDRyan SC में बेटी अपने बच्चों को नहीं भेजेगी। वास्तव में उसकी काउंटी में तेजी से बढ़ रहा है। अगर वह मिल जाती है तो उससे समझौता किया जा सकता है। जब से यह शुरू हुआ है तब से वे मास्क पहन रहे हैं, हाथ धो रहे हैं और सामाजिक दूरी बना रहे हैं। #स्कूल #स्कूल फिर से खुल रहे हैं",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286086413478436864
60,"@REVMusicNY GOP स्कूल खोलना चाहते हैं और हमारे बच्चों को मारना चाहते हैं। उन्हें जानने का समय आ गया है, पहले अपने बच्चे/बच्चों को भेजें।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284852935172726787
61,"हमारे बच्चों को इस तरह फेल करने का कोई कारण नहीं है। वे अर्थव्यवस्था के नाम पर स्कूलों को खोलने पर जोर दे रहे हैं और क्योंकि महीनों की योजना बनाने के बावजूद उनके पास किसी और चीज के लिए कोई योजना नहीं है। कोई कारण नहीं है कि किसी बच्चे या स्टाफ को मरने की जरूरत है, #NotOneChild",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282437872516292609
62,"अगस्त में मेरे बच्चों को स्कूल में नहीं रखना कठिन, समय लेने वाला और काम पर जाने में मुश्किल होगा। लेकिन #TeachersLivesMatter इसलिए हम इसका पता लगाएंगे। शिक्षक अग्रिम पंक्ति के कार्यकर्ता नहीं हैं। शिक्षक दाई नहीं हैं। #COVID-19",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1285322051356512256
63,"#COVID19 के कारण इस रविवार को होने वाली राष्ट्रपति की बहस में कोई दर्शक नहीं है, लेकिन वायरस के लिए देश के हॉटस्पॉट के ठीक बाहर बच्चों का स्कूल में होना ठीक है?#महामारी",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237524622179880962
64,"@okea @GovStitt क्या यह SUE Stitt पर मुकदमा करने का समय नहीं है? अस्पतालों, आईसीयू और संक्रमणों में संख्या बढ़ रही है। शिक्षक और कर्मचारी गंभीर जोखिम में हैं! कोई भी स्कूल ना खुले ! कृपया मदद करे!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285403291610947591
65,@ASlavitt तब तक प्रतीक्षा करें जब तक @GovTimWalz स्कूलों को फिर से खोलने की अनुमति नहीं देता। #NotMyChild,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286882082539606016
66,@DWUhlfelderLaw स्कूल खोलने का समर्थन करने वाले प्रत्येक निर्वाचित अधिकारी को अपने बच्चों और पोते-पोतियों को भेजने के लिए मजबूर नहीं किया जाना चाहिए।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285822462475685888
67,व्हाइटहाउस कैफेटेरिया = :माइक्रोब::माइक्रोब::माइक्रोब::माइक्रोब::माइक्रोब::माइक्रोब::माइक्रोब::माइक्रोब::माइक्रोब::माइक्रोब::माइक्रोब:ग्रेडस्कूल कैफेटेरिया =:dog_face::cat_face::mouse_face::rabbit_face ::कोआला::पांडा_चेहरा::मेंढक::बंदर::सुअर का चेहरा:: रची हुई चिक::हैचिंग_चिक::यूनिकॉर्न_चेहरा::घोड़े का चेहरा::बीटल::टर्टल::टी-रेक्स::घोंघा::तितली::बी::उल्लू ::पेंगुइन: अगर कोविड व्हाइटहाउस कैफेटेरिया को संक्रमित कर सकता है तो हमारे बच्चों के स्कूलों के अंदर क्या होगा? यह सोचना एक कल्पना है कि यह आपदा नहीं होगी।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286324951222325248
68,"कम से कम यह ट्वीट स्टॉर्म माता-पिता, शिक्षकों के देश के रूप में एक बात स्थापित करता है कि हम एकजुट हैं कि हम चाहते हैं कि हमारे बच्चे सीखें और सरकारें शर्तों को निर्धारित न करें। हम उन स्कूलों पर भरोसा करते हैं जिन्हें हमने अपने बच्चों के लिए चुना है और चाहते हैं कि वे हमारा मार्गदर्शन करें",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287324882682839040
69,उन लोगों को छोड़कर सभी को सुप्रभात जो शिक्षकों के जीवन की परवाह नहीं करते हैं और स्कूलों को फिर से खोलना चाहते हैं #ProtectTheTeachers #TeacherSafetyIsEssential,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284824595040796673
70,"आप किस का इंतजार कर रहे हैं? @RepRalphNorman @grahamblog @SenatorTimScott @scsenategop #coronavirus #southcarolina
स्कूलों को बंद करो!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1238647785307754497
71,@donwinslow @MeidasTouch तो #TrumpKillsAmericans का कहना है कि गर्भपात बुरा है क्योंकि यह एक बच्चे को मारता है... लेकिन #COVID19 के दौरान उन्हें स्कूल भेजना ठीक है ?? #एसएमएच #TrumpDoesntCare,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283791968661843968
72,"@DrZweliMkhize क्या शिक्षक और शिक्षार्थी ""सभी दक्षिण अफ्रीकी"" के बैनर तले नहीं आते हैं? जब आप बड़ों को भी सामाजिक दूरी नहीं बना सकते तो हम बच्चों को सामाजिक दूरी के लिए कैसे मजबूर कर सकते हैं ?? #TeachersLivesMatter #StudentLivesMatter",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284743356132872192
73,"भारतीय प्रतिभा + सूचना प्रौद्योगिकी = कल का भारत
फिर हम #ऑनलाइन क्लासेस के खिलाफ क्यों हैं? आप क्यों चाहते हैं कि स्कूलों और बच्चों के पास वह विकल्प न हो? @imBhupendrasinh @CMOGuj @vijayrupanibjp",school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287372043512451072
