,Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
10,"हमें अपने स्कूलों का बहिष्कार करना चाहिए, और कोरोनोवायरस के कारण स्कूलों को बंद करने का विरोध करना चाहिए। यह न केवल छात्रों के लिए बल्कि हमारे माता-पिता के लिए भी खतरा है। जो लोग सोचते हैं कि यह स्थिति उतनी बुरी नहीं है जितनी दिखती है, आप बकवास के रूप में भ्रमित हैं!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237492644860887043
11,"@ apiper13 @nowthisnews स्कूल तैयार नहीं हैं। मुझे पता है कि जब मेरे बच्चे बीमार हो जाते हैं, तो मैं हमेशा उन्हें कमरों में बंद कर देता हूं। फिर भी मैं इसे प्राप्त करता हूं। दूसरों, शिक्षकों, कर्मचारियों के लिए यह बार-बार फैलेगा।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286700186149019648
12,@MSNBC पश्चिमी दुनिया के सभी देश स्कूल खोलते हैं लेकिन देखते हैं..हम स्कूल खोलने के लिए विज्ञान का पालन नहीं करते हैं लेकिन हमने बंद करने के लिए विज्ञान का पालन किया है..ठीक है अब यह समझ में आता है।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283851972546826241
13,"क्या हम अपने बच्चों को #कोरोनावायरस के वाहक बनने देंगे और इसे दादी और दादा को देने जा रहे हैं?

बुजुर्गों से घृणा न करें।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237647104245465088
14,"जब ट्रंप कहते हैं, ""आपको मास्क पहनने की ज़रूरत नहीं है।""
मैंने मास्क पहन रखा है।
जब ट्रम्प कहते हैं ""कोविद एक धोखा है।""
मुझे पता है यह असली है।
जब ट्रम्प कहते हैं ""समुद्र तट, बार और कैसीनो अवश्य खुलने चाहिए।""
मैं घर पर रह रहा हूँ।
महामारी के दौरान जब ट्रंप जोर देते हैं, ""बच्चों को स्कूल जाना चाहिए""।
मैं चिल्लाया",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283992258275155968
15,"क्या अधिक महत्वपूर्ण है? एक छात्र शिक्षा? या छात्र और कर्मचारियों की भलाई? एक दिन के लिए स्कूल बंद करना खराब मौसम के लिए काम कर सकता है, लेकिन कोरोना वायरस के लिए नहीं। चारों ओर के जिलों को अपनी आंखें खोलने और यह महसूस करने की जरूरत है कि एक दिन बंद करने से मदद नहीं मिलेगी!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237551659728814082
16,"बस स्कूलों को बंद कर दो और प्रत्येक शिक्षार्थी को बढ़ावा दो, मेरा मतलब है कि यह शिक्षा प्रणाली कारखाने के दोष पैदा करने के बारे में है।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283296827937361921
17,"बड़े गधे लोग 30 मिनट के लिए किराने की दुकान पर मास्क पहनने पर लगातार गुस्सा कर रहे हैं, लेकिन बच्चे, विशेष रूप से गैर विक्षिप्त बच्चे, स्कूल वापस जाने के लिए दिन में 7 घंटे मास्क पहन सकते हैं, जबकि राजनेता के बच्चे घर पर रहते हैं।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286817098958802948
18,मुझे समझ नहीं आ रहा है कि स्कूल क्यों खुल रहे हैं और प्रकोप बदतर होता जा रहा है।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286511409682055168
19,"इस ग्रह पर ऐसा कोई बच्चा नहीं है जो सामाजिक दूरी बनाए रखे और सप्ताह में 5 दिन, दिन में छह घंटे मास्क पहने।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283821857477713925
20,आप सभी के पास सबसे ज्यादा स्कूल शूटर नंबर हैं और सबसे ज्यादा #COVID19 नंबर हैं लेकिन आप सभी चाहते हैं कि बच्चे स्कूल वापस जाएं।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283925496061992961
21,स्कूलों ने ऑनलाइन कक्षाएं स्थापित करने में काफी प्रयास किए हैं। यह डिजिटल दुनिया का एक नया युग है और हमें इसका समर्थन करने की जरूरत है न कि इसे खराब करने की।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287428233076412416
22,"मेरी पहली ऑनलाइन कक्षा स्काइप पर थी और पहले 30 मिनट मैं एक सहपाठी के दस्तावेज़ को स्वयं अंडे पकाते हुए देख रहा था। कुल मिलाकर 10/10 का अनुभव
#कोरोनावायरस #घर पर रहें",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1239544897096634369
23,शिक्षक हमारे बच्चों को पढ़ाने के लिए। वे उन्हें सक्रिय निशानेबाजों से बचाते हैं। अब हम उनसे काम पर जाने के लिए हमें मुक्त करने के लिए अपने जीवन/स्वास्थ्य को जोखिम में डालने के लिए कह रहे हैं? पूरी तरह से पागल। सभी शिक्षकों को पद छोड़ देना चाहिए यदि उनका देश उन्हें व्यक्तिगत रूप से पढ़ाने के लिए बाध्य करता है। #स्कूल फिर से खुल रहा है,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283425014306557952
24,"@JoshuaPotash @thegoodgodbove जिस तरह से हमें पता चलेगा कि क्या @GOP वास्तव में सोचता है कि कक्षाओं में वापस जाना सुरक्षित होगा, अगर वे कर्मचारियों के काम से संबंधित COVID19 बीमारियों से अनुबंधित होने पर श्रमिकों के मुआवजे के OSHA प्रावधानों को समाप्त कर देंगे। यह एक हड़ताल-योग्य मुद्दा होगा। #कोरोना वाइरस",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283931098637111298
25,"अब कोहेन रिहा हो रहे हैं। बस इसलिए हम रिकॉर्ड को सीधा रखते हैं, मैं सभी को याद दिलाना चाहता हूं कि कोविड-19 ने जेलों को इतना खतरनाक बना दिया है कि मैनफोर्ट, स्टोन और कोहेन कैद नहीं हैं। इस बीच राष्ट्रपति डिंग डोंग बच्चों को स्कूल में लाने के लिए पैरवी कर रहे हैं।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287482231687008256
26,"कोरोना वायरस में क्या खराबी है। लोग सर्वनाश के लिए स्टॉक कर रहे हैं और यह बेवकूफी है। शांत हो जाओ, यह वास्तव में एक बदतर वास्तविक फ्लू है और लोगों को इस पर जब्ती क्यों हो रही है। मैं अभिनय कर रहा हूं जैसे यह मौजूद नहीं है। लेकिन कृपया स्कूलों को बंद कर दें",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237551776083009536
27,"9/ बॉटम लाइन: अगर हम ब्लैक और लैटिनक्स के जीवन को महत्व देते हैं, तो हमें केवल तभी स्कूल खोलने चाहिए जब ऐसा करना 100% सुरक्षित हो।

तथ्य तथ्य हैं।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1284498474474573863
28,"मेरा मानना ​​है कि सिर्फ कोरोना का कोस ही नहीं, स्कूल भी बंद रहने चाहिए",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282708509533057025
29,"@MollyJongFast अगर बच्चों को छूत की बीमारी है तो उन्हें स्कूल में जाने की अनुमति नहीं है।
माता-पिता को सूचित करते हुए पत्र घर भेज दिए जाते हैं। शायद ज़रुरत पड़े।
स्पर्शोन्मुख कोविड
जल्दी से पूरे स्कूल को संक्रमित कर सकता है। फिर समुदाय।
परीक्षण होने तक खोलने पर विचार करना मूर्खता है।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281183442970034176
30,@richardmarx यह 0 समझ में आता है कि हम बच्चों को वापस स्कूल भेजते हैं जब हमें अभी भी मास्क लगाने और हर जगह दूरी बनाने की आवश्यकता होती है।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284977808838623232
31,"@CDCDirector बकवास
जब @SenRickScott और @realDonaldTrump दूरस्थ शिक्षा के बजाय अपने बच्चों और नाती-पोतों को वापस स्कूल भेजते हैं? तो चलिए बात करते हैं...
#teacherproblems #COVIDIDIOTS #COVID19 #ReopenSchools #teacherlivesmatter #StudentsLivesMatters #distancelearning",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287621564163223553
32,"@GOP हम एक योजना के साथ स्कूल खोलने के साथ ठीक हैं, अनिवार्य मास्क, संपर्क अनुरेखण, उसी दिन परिणाम के साथ ऑनसाइट परीक्षण, आवश्यक सामाजिक दूरी। शिक्षकों, कर्मचारियों, चौकीदारों आदि के लिए पीपीई। इसके लिए पैसे की आवश्यकता होती है और कुछ नहीं जीओपी इसमें से कुछ भी प्रदान नहीं करेगा।",school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284548918798192640
33,"@kurteichenwald यह बहाना मत बनाओ कि यह स्कूल का निर्णय है और यह एक निजी स्कूल है। मान लीजिए कि 45 को अपने बेटे के स्कूल पर उसी तरह दबाव डालना चाहिए जैसे वह पब्लिक स्कूलों पर दबाव डाल रहा है।

मुझे परवाह नहीं है कि कौन से स्कूल खुलते हैं। मेरा वस्तुतः जा रहा है।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286770826524553217
34,"यह थका देने वाला है, वे माता-पिता जो कहते हैं कि बच्चे स्कूलों में सुरक्षित हैं, उन्हें बस एक बार उन्हें लाना चाहिए, और आशा है कि उनके अंतिम संस्कार के कवर और नीतियां अपडेट हैं...मेरा घर पर होगा!!!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283400716195901440
35,"#PostponeJEE_NEETinCovid
हम तब तक परीक्षा नहीं देंगे जब तक हमारी संसद बंद नहीं हो जाती और जब तक कोई टीका नहीं बनता। जैसा कि डब्ल्यूएचओ का कहना है कि कोविड हवाई हो गया है और 15 फीट तक यात्रा कर सकता है, इसलिए परीक्षा केंद्रों पर सोशल डिस्टेंसिंग एक मजाक होगा। किशोर अधिक जोखिम में हैं",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287335380740530176
36,"हमारे बच्चों @GovTimWalz पर प्रयोग न करें! ओपन स्कूल, मिनेसोटा में!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284194703571918848
37,बच्चे नहीं रख सकते सोशल डिस्टेंसिंग!,school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1282712020391993345
38,मैंने आज एक बड़ी चर्चा की है कि मेरे 3 बच्चे तब तक स्कूल नहीं जाएंगे जब तक कि #कोरोनावायरस नियंत्रण में नहीं आ जाता या इसके लिए कोई टीकाकरण नहीं हो जाता।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1237836066100580353
39,"इस गिरावट में स्कूलों को फिर से खोलना जैसे सब कुछ सामान्य है, बेवकूफी है। छात्र, शिक्षक और कर्मचारी सुरक्षा के लायक हैं। मैं अपने बच्चों को ट्रंप के अहंकार के लिए नुकसान पहुंचाने वाले रास्ते में भेजने को तैयार नहीं हूं।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283834190371274753
40,"माता-पिता के पास शक्ति है, बस अपने सभी बच्चों को स्कूल से निकाल देने से, सभी स्कूल बंद हो जाएंगे!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283304917122375680
41,"स्कूलों को बस बंद कर देना चाहिए, 2020 का पाठ्यक्रम एक बार टीका मिलने के बाद भी जारी रहेगा, भले ही इसका मतलब है कि 2021-2022 में 2020 का पाठ्यक्रम पूरा हो जाए, हमें किसी बिंदु पर समायोजित और पकड़ना होगा।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283301001504727040
42,"@thecount घातक #COVID19 महामारी के दौरान बच्चों को स्कूल भेजना,
बिना सीटबेल्ट के अपने बच्चों को कारों में बिठाने से भी बुरा है।
यह बच्चों की जान के साथ रशियन रूले खेल रहा है।

यह बाल शोषण है।

#घर पर रहें",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286775067196534785
43,"हम जानते हैं कि हम स्कूलों को सुरक्षित नहीं खोल सकते 138,000 लोग एक वायरस से मर गए हमारी सरकार हमें @BetsyDeVosED से बचाने में विफल रही",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283878338482843649
44,"@ossoff ठीक है, स्कूलों को फिर से खोलना सुचारू रूप से चलना चाहिए। मुझे बताया गया था कि बुखार से पीड़ित कोई भी व्यक्ति इसके टूटने के 24 घंटे बाद स्कूल लौट सकता है। कोई परीक्षण नहीं है, कर्मचारियों और छात्रों के लौटने के लिए डॉक्टर के नोट की भी आवश्यकता नहीं है।

#NotMyKid",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287366337589895168
45,4) सद्तु के रूप में हम चाहते हैं कि स्कूल बंद हो जाएं क्योंकि चिंता को कम करने के लिए तत्काल आवश्यक मनोसामाजिक सेवाओं को मंत्री द्वारा पहले की गई प्रतिबद्धता के अनुसार प्रभावित नहीं किया गया है।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283696390292602880
46,"मेरा परिवार डर में जी रहा है क्योंकि मेरा भाई दो स्टाफ सदस्यों के साथ कॉलेज जा रहा है, जिन्होंने किसी ऐसे व्यक्ति के साथ बातचीत की, जो कोरोनोवायरस के कारण गुजर गया। और फिर भी वे स्कूल बंद नहीं करेंगे? क्यों? क्या आप छात्रों की रक्षा नहीं करना चाहते हैं?",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237517886404452352
47,मैं इस साल होमस्कूलिंग कर रहा हूं। अपनी बेटी को किसी ऐसे व्यक्ति के लिए जोखिम में नहीं डालना जो हवा को नहीं समझता और दुश्मन को दोस्त मानता है।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283821165283344386
48,"और हाँ, मैंने होमस्कूल करने का फैसला किया है और मुझे पता है कि यह हर किसी के लिए एक विकल्प नहीं है, लेकिन यह कहना बहुत ही गलत है कि ""बस अपने बच्चे को घर पर रखें"" क्योंकि वे बच्चे और शिक्षक इसे अपने परिवार और अन्य लोगों और समुदाय में फैला रहे होंगे। . स्कूलों को फिर से खोलना एक बड़ी गलती है।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286818164714754048
49,मैं इस कोरोनावायरस के बारे में मूर्खतापूर्ण रूप से डरा हुआ हूं। मैं हैच से लड़ना चाहता हूं और अपने बच्चों को तब तक घर में रखना चाहता हूं जब तक कि यह #COVID2019uk खत्म न हो जाए,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237511368653205504
50,"@donwinslow भले ही मेरे 4 बच्चे वयस्क हैं, हमारे सबसे पुराने शिक्षक हैं। अब बिल्कुल कोई मार्गदर्शन नहीं है। एक महीने से भी कम समय में स्कूल खुल जाते हैं। मुझे उनकी और उनके छात्रों की चिंता है।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1284060364460589059
51,"यदि #COVID19 के नियंत्रण में आने से पहले #NYCSchools फिर से खुल जाते हैं, तो मान लें कि .1% मृत्यु दर 4-18 वर्ष के बच्चों के लिए सही है, तो #NYC में छात्रों की मृत्यु दर वर्तमान नामांकन के आधार पर 1,127 (कुल) होगी।

#कोरोनावायरस #कोरोनावायरस महामारी",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283899431180476417
52,"सू ..
#COVID19 इतना संक्रामक है कि हम कैदियों को जेल से रिहा कर देते हैं...लेकिन इतना सुरक्षित कि हम अपने बच्चों को वापस स्कूल भेज सकें।
इतना खतरनाक है कि हम अभी भी लॉकडाउन पर हैं। लेकिन हमारे बच्चों के जीवन को खतरे में डालने के लिए पर्याप्त सुरक्षित?
#मैंने मना कर दिया
#SendBaron",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285927826194141184
53,डोनाल्ड ट्रम्प फिफ्थ एवेन्यू के बीच में खड़े हो सकते हैं और #COVID19 के माध्यम से एक लाख स्कूली बच्चों को मार सकते हैं और किसी भी #MAGA मतदाता को नहीं खो सकते हैं।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283867072636702720
54,@T_R_0_V_3_R @repairrestores1 हम सभी जानते हैं कि एक भयानक जानलेवा महामारी के दौरान स्कूल खोलना आपराधिक और पागलपन है।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284253925961433088
55,"@SpeakerRyan पॉल रयान, करोड़पति श्वेत रिपब्लिकन, के 3 बच्चे हैं: लिज़ा रयान, 18, चार्ल्स, 17, और सैमुअल रयान, 15।

मुझे आश्चर्य है कि क्या वह उन्हें कुछ हफ्तों में स्कूल भेजेगा। उन्होंने अपनी पार्टी द्वारा स्कूलों को फिर से खोलने के फैसले की निंदा करते हुए कोई बयान नहीं दिया है। #GOPkids #notmykid",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284514555071287298
56,होमस्कूलिंग अब तक का सबसे अच्छा तरीका है!,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283815864094150657
57,सवाल यह नहीं है कि एनवाईसी स्कूल बंद हो जाएंगे या नहीं। वे होंगे। पक्का। सवाल यह है कि हमारे नेताओं को उन्हें बंद करने का फैसला करने के लिए हमें कितने #कोरोनावायरस मामलों की आवश्यकता है। @BilldeBlasio @NYGovCuomo,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1239059138363228161
58,@MegaRacismHater @AdamSchefter अच्छा। पूरी लीग को ऐसा ही करना चाहिए...स्कूलों को भी बंद रखना चाहिए!,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1284265873130360833
59,@GaHospitalAssoc @GaDPH @GovKemp अभी तक बेहतर #StayHomeSaveLives #ShutGADown,school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1286035305460641794
60,@TelanganaToday क्या आप कृपया उन स्कूलों की देखभाल कर सकते हैं जो सरकारी आदेशों के बाद भी बंद नहीं हो रहे हैं। कंगारू बच्चे बेगमपेट और चिरेक अभी भी शिक्षकों के लिए काम कर रहे हैं।कृपया स्कूलों को सील कर दें। #coronavirus #telanganatoday,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1240264925072613376
61,मैं एक अभिभावक हूं। और एक बुरा शिक्षक। और मैं गिरने वाले स्कूलों के बारे में चिंतित हूं। #स्कूल फिर से खुल रहे हैं #महामारी #स्कूल फिर से खुल रहे हैं,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285249385669025792
62,क्या जानते हैं ट्रंप को स्कूल खोलने से क्यों है एतराज? इसलिए माता-पिता काम पर वापस चले जाते हैं और वह चुनाव के लिए पुनर्जीवित अर्थव्यवस्था का दावा कर सकते हैं। ट्रंप चुनाव जीतने के लिए आपके बच्चों की जान की बाजी लगाने को तैयार हैं।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284585812324220932
63,"@TeaPainUSA मुझे लगता है कि जिन बच्चों को स्कूल में COVID-19 मिलता है, उन्हें तब तक @GovParsonMO के घर जाना चाहिए, जब तक वे इससे उबर नहीं जाते।

#कोविडिओट्स
#प्रोटेक्ट अवर किड्स",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285226382860210176
64,छात्रों के लिए सभी चिंतित हैं लेकिन शिक्षकों के बारे में भी मत भूलना! अधिकांश शिक्षक अधिक उम्र के हैं जो उन्हें COVID-19 के प्रति अधिक संवेदनशील बनाता है,school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1282697709082882048
65,स्कूल पूरी तरह से मुझे फैलाने में मदद करेंगे। - वायरस: सूक्ष्म जीव:,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283940192525725696
66,मुझे नहीं पता था कि डीटी ने दुर्भावनापूर्ण तरीके से सीडीसी की सिफारिश को छुपाया था कि कोई भी स्कूल नहीं खुलना चाहिए। शिक्षा में कोई विशेषज्ञों की उपेक्षा कैसे कर सकता है? उम्मीद है कि स्कूल जिले राजनेताओं को एक स्पष्ट संदेश भेजेंगे कि वे हमारे बच्चों के साथ राजनीति न करें। यह अच्छा प्रयोग नहीं है।,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286844849950523393
67,@CDCgov को अब डेटा नहीं मिलता। यह व्हाइट हाउस जाता है। महान। जिस देश पर हमने अपनी सुरक्षा के लिए भरोसा किया और उसने कहा कि यह वायरस एक धोखा है। अब हम जो संख्या देखते हैं उस पर नियंत्रण है। और वह चाहता है कि स्कूल खुलें,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283806292340072448
68,"हां पता है, लोग हमेशा कहते हैं कि ""बच्चे हमारा भविष्य हैं""। तो कुतिया, तुम अपने भविष्य को वैश्विक महामारी के दौरान सबसे खतरनाक जगह पर क्यों भेज रही हो ?? विकल्प।",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282702637855637504
69,"आपको कुछ समय के लिए स्कूलों को बंद करना होगा कोरोना वायरस ने कई लोगों को संक्रमित किया, अब ऐसा करें कि आप इटली जैसा नहीं बनना चाहते",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1237542444259917824
70,"@DWUhlfelderLaw हाँ !! धन्यवाद! मैं फ़्लोरिडा की माँ हूँ और बहुत से शिक्षकों की दोस्त हूँ जो मौत से डरते हैं।
@GovRonDeSantis एक सनकी बेवकूफ है, खतरनाक रूप से लापरवाह और अक्षम बेवकूफ!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285238635693051904
